id,job,gender,hhi,age,region,survived
6364,construction,female,91000,47,southwest,False
6365,unemployed,male,120000,33,central,False
6366,unemployed,female,127000,43,midwest,False
6367,law,female,31000,27,northeast,True
6368,engineer,female,93000,41,southeast,False
6369,law,female,75000,43,northwest,True
6370,law,female,81000,43,central,True
6371,construction,female,109000,23,northwest,False
6372,unemployed,female,61000,26,southeast,False
6373,engineer,male,51000,41,central,True
6374,construction,male,45000,29,central,False
6375,construction,female,87000,44,northeast,False
6376,health,female,118000,48,northwest,False
6377,health,female,114000,43,central,True
6378,health,male,121000,45,southeast,True
6379,unemployed,female,101000,49,midwest,False
6380,construction,male,121000,31,central,False
6381,health,female,71000,32,northeast,False
6382,construction,male,32000,38,northeast,False
6383,construction,male,36000,42,midwest,False
6384,engineer,male,68000,23,northeast,True
6385,construction,female,59000,43,northeast,False
6386,law,male,51000,24,central,False
6387,unemployed,female,128000,33,midwest,True
6388,engineer,female,53000,23,southwest,False
6389,law,male,31000,38,northwest,False
6390,construction,male,61000,47,midwest,True
6391,engineer,female,68000,38,northeast,False
6392,law,female,49000,33,northeast,True
6393,construction,male,95000,25,southwest,True
6394,law,female,107000,25,central,False
6395,law,male,39000,31,northeast,False
6396,construction,male,57000,21,southeast,False
6397,unemployed,female,130000,21,southwest,False
6398,engineer,female,63000,49,southeast,False
6399,law,female,66000,41,southeast,True
6400,construction,female,91000,42,central,False
6401,construction,male,85000,40,midwest,False
6402,construction,female,91000,28,southwest,True
6403,health,male,71000,25,southeast,False
6404,law,female,116000,23,central,True
6405,engineer,male,124000,34,midwest,False
6406,engineer,female,129000,49,midwest,False
6407,unemployed,female,49000,42,central,False
6408,law,female,99000,28,southeast,False
6409,engineer,female,37000,36,southwest,False
6410,unemployed,female,90000,31,central,True
6411,construction,female,115000,40,northwest,False
6412,law,male,71000,49,southeast,False
6413,engineer,male,96000,36,northeast,True
6414,engineer,female,110000,32,midwest,False
6415,construction,male,75000,24,midwest,False
6416,engineer,female,82000,24,southeast,False
6417,law,female,113000,32,southeast,False
6418,law,male,48000,30,southeast,False
6419,construction,female,82000,20,southeast,True
6420,law,male,47000,36,central,False
6421,engineer,female,38000,35,northwest,True
6422,unemployed,female,101000,21,southwest,True
6423,health,male,54000,37,northwest,False
6424,engineer,female,52000,28,northeast,False
6425,construction,female,79000,26,southwest,False
6426,construction,female,74000,28,central,False
6427,engineer,male,122000,37,midwest,False
6428,construction,male,62000,21,northwest,True
6429,engineer,female,38000,49,southwest,False
6430,health,female,119000,33,northwest,False
6431,health,male,111000,20,midwest,False
6432,unemployed,female,105000,26,southwest,False
6433,engineer,female,95000,35,southeast,False
6434,law,male,64000,45,central,True
6435,construction,female,89000,30,northwest,False
6436,engineer,male,115000,35,southwest,True
6437,unemployed,male,58000,44,northeast,False
6438,unemployed,female,41000,37,northeast,False
6439,unemployed,female,71000,47,midwest,True
6440,unemployed,female,67000,28,northeast,True
6441,construction,female,72000,32,northwest,True
6442,engineer,female,116000,39,southeast,False
6443,health,male,63000,36,midwest,True
6444,construction,female,44000,31,northeast,False
6445,law,male,73000,40,midwest,True
6446,health,female,35000,31,northeast,False
6447,construction,male,122000,28,central,False
6448,law,male,90000,47,midwest,True
6449,unemployed,female,33000,40,northwest,False
6450,health,male,48000,40,southwest,False
6451,law,female,104000,45,midwest,True
6452,construction,male,48000,27,northeast,False
6453,construction,female,53000,26,southeast,False
6454,engineer,female,122000,28,northwest,False
6455,law,male,47000,42,southwest,True
6456,health,male,51000,39,central,False
6457,engineer,male,58000,47,southwest,True
6458,unemployed,female,84000,29,northeast,False
6459,unemployed,female,80000,41,southwest,True
6460,construction,female,107000,34,midwest,True
6461,engineer,female,69000,32,southwest,False
6462,law,male,127000,42,southwest,True
6463,unemployed,male,31000,25,southeast,False
6464,law,male,46000,27,northwest,False
6465,engineer,male,55000,30,midwest,True
6466,law,female,116000,40,midwest,True
6467,engineer,female,66000,23,northwest,True
6468,construction,female,108000,27,central,False
6469,engineer,female,126000,41,northeast,True
6470,unemployed,male,74000,22,central,False
6471,construction,female,118000,33,southwest,False
6472,construction,female,55000,27,southeast,False
6473,law,male,60000,48,northeast,True
6474,law,female,48000,21,southeast,False
6475,law,female,31000,21,northeast,False
6476,construction,female,40000,31,northeast,False
6477,unemployed,female,126000,48,northeast,True
6478,engineer,male,109000,26,central,False
6479,unemployed,female,52000,25,southeast,True
6480,health,male,125000,34,southeast,True
6481,law,female,118000,32,midwest,False
6482,engineer,female,117000,38,midwest,True
6483,law,female,42000,20,central,False
6484,engineer,female,88000,32,central,False
6485,engineer,male,74000,46,midwest,False
6486,engineer,male,119000,22,southeast,False
6487,unemployed,female,45000,26,midwest,False
6488,engineer,female,41000,39,central,True
6489,unemployed,male,97000,26,northeast,False
6490,law,male,113000,26,northeast,False
6491,engineer,male,52000,38,southwest,True
6492,law,female,130000,50,southwest,True
6493,engineer,male,33000,33,northeast,False
6494,construction,male,87000,41,central,True
6495,health,female,95000,30,southeast,False
6496,construction,male,91000,43,northeast,True
6497,engineer,male,34000,29,central,True
6498,construction,female,121000,32,southeast,True
6499,law,male,48000,24,northwest,True
6500,law,male,71000,47,central,True
6501,construction,female,41000,41,midwest,True
6502,unemployed,male,67000,34,southwest,True
6503,unemployed,female,85000,31,midwest,False
6504,engineer,male,87000,22,northwest,False
6505,law,female,50000,36,northwest,True
6506,law,male,110000,29,northeast,False
6507,health,male,65000,48,midwest,False
6508,engineer,male,125000,42,southeast,False
6509,law,female,70000,22,southwest,False
6510,law,male,111000,33,southeast,False
6511,law,male,72000,26,southeast,True
6512,law,female,102000,21,southeast,True
6513,engineer,male,110000,48,southwest,True
6514,unemployed,male,47000,23,northeast,False
6515,unemployed,male,108000,31,central,False
6516,health,male,62000,24,northwest,False
6517,engineer,male,112000,41,midwest,False
6518,health,female,39000,29,northwest,False
6519,construction,male,120000,29,midwest,True
6520,law,female,38000,38,midwest,False
6521,law,male,87000,35,southwest,False
6522,construction,female,67000,24,northwest,True
6523,health,male,126000,36,midwest,True
6524,engineer,male,75000,24,northeast,False
6525,law,male,93000,43,southeast,False
6526,law,female,52000,47,central,False
6527,construction,female,118000,42,central,False
6528,unemployed,female,79000,33,northeast,False
6529,unemployed,male,125000,22,southeast,False
6530,law,male,105000,40,southwest,False
6531,law,female,83000,48,southeast,False
6532,health,male,91000,33,northwest,False
6533,health,male,49000,33,central,True
6534,engineer,male,47000,40,central,True
6535,construction,male,120000,31,southeast,False
6536,law,male,48000,49,southeast,True
6537,law,female,98000,37,southwest,False
6538,law,male,45000,21,midwest,False
6539,health,female,32000,34,southwest,False
6540,engineer,female,41000,32,midwest,True
6541,health,male,125000,22,central,False
6542,engineer,male,82000,39,northeast,False
6543,engineer,female,79000,44,central,False
6544,unemployed,female,32000,49,northwest,True
6545,engineer,male,34000,25,southwest,False
6546,engineer,female,89000,45,southwest,True
6547,unemployed,female,91000,28,central,False
6548,construction,female,106000,28,southwest,False
6549,unemployed,male,41000,24,northeast,False
6550,law,male,36000,35,southwest,True
6551,engineer,male,35000,28,central,False
6552,engineer,female,66000,23,northeast,False
6553,construction,male,123000,26,southwest,False
6554,engineer,female,58000,42,northeast,False
6555,construction,male,51000,20,central,False
6556,engineer,male,106000,21,southeast,False
6557,construction,female,121000,37,northwest,False
6558,engineer,male,120000,33,southeast,False
6559,law,male,81000,25,northeast,False
6560,unemployed,female,65000,37,northwest,True
6561,construction,female,79000,38,southeast,True
6562,engineer,male,64000,38,northeast,False
6563,engineer,female,100000,34,southwest,False
6564,engineer,male,53000,38,southeast,True
6565,unemployed,female,86000,41,midwest,False
6566,engineer,female,117000,28,northeast,False
6567,construction,male,90000,44,northeast,False
6568,engineer,male,125000,45,southeast,True
6569,unemployed,female,46000,46,northeast,False
6570,engineer,female,67000,37,central,False
6571,engineer,male,48000,25,midwest,False
6572,law,male,113000,28,midwest,False
6573,engineer,female,95000,21,northwest,False
6574,construction,male,80000,41,northwest,False
6575,engineer,male,34000,32,southwest,False
6576,health,female,86000,20,northwest,False
6577,construction,male,76000,48,northwest,False
6578,construction,female,54000,22,midwest,False
6579,unemployed,male,72000,26,northeast,False
6580,law,male,79000,29,northwest,True
6581,health,male,62000,24,midwest,False
6582,engineer,male,119000,44,midwest,False
6583,health,female,38000,38,northeast,True
6584,law,female,50000,50,northeast,False
6585,engineer,female,42000,30,midwest,False
6586,construction,female,120000,37,northeast,True
6587,law,male,61000,43,southeast,True
6588,construction,female,54000,28,northwest,False
6589,engineer,female,100000,24,midwest,False
6590,engineer,female,70000,23,central,False
6591,unemployed,female,40000,30,northwest,True
6592,engineer,male,43000,34,northeast,True
6593,unemployed,male,86000,43,southeast,True
6594,engineer,female,120000,44,southwest,False
6595,construction,male,97000,49,midwest,False
6596,unemployed,male,44000,20,northwest,False
6597,law,male,121000,27,central,False
6598,law,male,32000,49,southwest,False
6599,law,male,72000,48,central,False
6600,health,female,57000,27,central,False
6601,construction,male,71000,46,central,False
6602,unemployed,male,102000,28,northwest,False
6603,engineer,male,102000,32,northeast,False
6604,engineer,female,93000,30,northeast,False
6605,engineer,male,75000,30,southwest,False
6606,unemployed,male,72000,30,southeast,False
6607,construction,female,90000,39,northwest,False
6608,unemployed,male,118000,38,northwest,True
6609,engineer,female,109000,37,northwest,False
6610,unemployed,female,62000,33,midwest,False
6611,engineer,male,30000,49,southeast,False
6612,unemployed,female,110000,35,northwest,True
6613,engineer,male,69000,32,midwest,True
6614,engineer,male,91000,27,northwest,False
6615,engineer,female,68000,38,central,False
6616,law,male,41000,35,midwest,False
6617,engineer,male,51000,26,central,False
6618,construction,male,71000,36,northeast,False
6619,construction,male,93000,36,northwest,False
6620,construction,male,84000,25,northwest,True
6621,law,male,118000,45,central,True
6622,law,female,62000,37,midwest,False
6623,engineer,male,95000,42,northwest,True
6624,engineer,female,74000,35,northwest,False
